"ecosystem","component","package","version","relationship","development_only","optional","licence_from_source","source_file","installation_path"
"npm","frontend","@typescript-eslint/project-service","8.56.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/@typescript-eslint/project-service"
"npm","frontend","@typescript-eslint/scope-manager","8.56.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/@typescript-eslint/scope-manager"
"npm","frontend","@typescript-eslint/tsconfig-utils","8.56.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/@typescript-eslint/tsconfig-utils"
"npm","frontend","@typescript-eslint/type-utils","8.56.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/@typescript-eslint/type-utils"
"npm","frontend","@typescript-eslint/types","8.56.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/@typescript-eslint/types"
"npm","frontend","@typescript-eslint/typescript-estree","8.56.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/@typescript-eslint/typescript-estree"
"npm","frontend","@typescript-eslint/utils","8.56.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/@typescript-eslint/utils"
"npm","frontend","@typescript-eslint/visitor-keys","8.56.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/@typescript-eslint/visitor-keys"
"npm","frontend","@unrs/resolver-binding-android-arm-eabi","1.11.1","transitive","true","true","MIT","kubeview-frontend/package-lock.json","node_modules/@unrs/resolver-binding-android-arm-eabi"
"npm","frontend","@unrs/resolver-binding-android-arm64","1.11.1","transitive","true","true","MIT","kubeview-frontend/package-lock.json","node_modules/@unrs/resolver-binding-android-arm64"
"npm","frontend","@unrs/resolver-binding-darwin-arm64","1.11.1","transitive","true","true","MIT","kubeview-frontend/package-lock.json","node_modules/@unrs/resolver-binding-darwin-arm64"
"npm","frontend","@unrs/resolver-binding-darwin-x64","1.11.1","transitive","true","true","MIT","kubeview-frontend/package-lock.json","node_modules/@unrs/resolver-binding-darwin-x64"
"npm","frontend","@unrs/resolver-binding-freebsd-x64","1.11.1","transitive","true","true","MIT","kubeview-frontend/package-lock.json","node_modules/@unrs/resolver-binding-freebsd-x64"
"npm","frontend","@unrs/resolver-binding-linux-arm-gnueabihf","1.11.1","transitive","true","true","MIT","kubeview-frontend/package-lock.json","node_modules/@unrs/resolver-binding-linux-arm-gnueabihf"
"npm","frontend","@unrs/resolver-binding-linux-arm-musleabihf","1.11.1","transitive","true","true","MIT","kubeview-frontend/package-lock.json","node_modules/@unrs/resolver-binding-linux-arm-musleabihf"
"npm","frontend","@unrs/resolver-binding-linux-arm64-gnu","1.11.1","transitive","true","true","MIT","kubeview-frontend/package-lock.json","node_modules/@unrs/resolver-binding-linux-arm64-gnu"
"npm","frontend","@unrs/resolver-binding-linux-arm64-musl","1.11.1","transitive","true","true","MIT","kubeview-frontend/package-lock.json","node_modules/@unrs/resolver-binding-linux-arm64-musl"
"npm","frontend","@unrs/resolver-binding-linux-ppc64-gnu","1.11.1","transitive","true","true","MIT","kubeview-frontend/package-lock.json","node_modules/@unrs/resolver-binding-linux-ppc64-gnu"
"npm","frontend","@unrs/resolver-binding-linux-riscv64-gnu","1.11.1","transitive","true","true","MIT","kubeview-frontend/package-lock.json","node_modules/@unrs/resolver-binding-linux-riscv64-gnu"
"npm","frontend","@unrs/resolver-binding-linux-riscv64-musl","1.11.1","transitive","true","true","MIT","kubeview-frontend/package-lock.json","node_modules/@unrs/resolver-binding-linux-riscv64-musl"
"npm","frontend","@unrs/resolver-binding-linux-s390x-gnu","1.11.1","transitive","true","true","MIT","kubeview-frontend/package-lock.json","node_modules/@unrs/resolver-binding-linux-s390x-gnu"
"npm","frontend","@unrs/resolver-binding-linux-x64-gnu","1.11.1","transitive","true","true","MIT","kubeview-frontend/package-lock.json","node_modules/@unrs/resolver-binding-linux-x64-gnu"
"npm","frontend","@unrs/resolver-binding-linux-x64-musl","1.11.1","transitive","true","true","MIT","kubeview-frontend/package-lock.json","node_modules/@unrs/resolver-binding-linux-x64-musl"
"npm","frontend","@unrs/resolver-binding-wasm32-wasi","1.11.1","transitive","true","true","MIT","kubeview-frontend/package-lock.json","node_modules/@unrs/resolver-binding-wasm32-wasi"
"npm","frontend","@unrs/resolver-binding-win32-arm64-msvc","1.11.1","transitive","true","true","MIT","kubeview-frontend/package-lock.json","node_modules/@unrs/resolver-binding-win32-arm64-msvc"
"npm","frontend","@unrs/resolver-binding-win32-ia32-msvc","1.11.1","transitive","true","true","MIT","kubeview-frontend/package-lock.json","node_modules/@unrs/resolver-binding-win32-ia32-msvc"
"npm","frontend","@unrs/resolver-binding-win32-x64-msvc","1.11.1","transitive","true","true","MIT","kubeview-frontend/package-lock.json","node_modules/@unrs/resolver-binding-win32-x64-msvc"
"npm","frontend","@vitejs/plugin-react","6.1.0","direct","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/@vitejs/plugin-react"
"npm","frontend","@vitest/expect","4.1.11","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/@vitest/expect"
"npm","frontend","@vitest/mocker","4.1.11","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/@vitest/mocker"
"npm","frontend","@vitest/pretty-format","4.1.11","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/@vitest/pretty-format"
"npm","frontend","@vitest/runner","4.1.11","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/@vitest/runner"
"npm","frontend","@vitest/snapshot","4.1.11","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/@vitest/snapshot"
"npm","frontend","@vitest/spy","4.1.11","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/@vitest/spy"
"npm","frontend","@vitest/utils","4.1.11","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/@vitest/utils"
"npm","frontend","acorn","8.16.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/acorn"
"npm","frontend","acorn-jsx","5.3.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/acorn-jsx"
"npm","frontend","ajv","6.14.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/ajv"
"npm","frontend","ansi-regex","5.0.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/ansi-regex"
"npm","frontend","ansi-styles","4.3.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/ansi-styles"
"npm","frontend","ansi-styles","5.2.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/pretty-format/node_modules/ansi-styles"
"npm","frontend","argparse","2.0.1","transitive","true","false","Python-2.0","kubeview-frontend/package-lock.json","node_modules/argparse"
"npm","frontend","aria-query","5.3.0","transitive","true","false","Apache-2.0","kubeview-frontend/package-lock.json","node_modules/@testing-library/dom/node_modules/aria-query"
"npm","frontend","aria-query","5.3.2","transitive","true","false","Apache-2.0","kubeview-frontend/package-lock.json","node_modules/aria-query"
"npm","frontend","array-buffer-byte-length","1.0.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/array-buffer-byte-length"
"npm","frontend","array-includes","3.1.9","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/array-includes"
"npm","frontend","array.prototype.findlast","1.2.5","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/array.prototype.findlast"
"npm","frontend","array.prototype.findlastindex","1.2.6","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/array.prototype.findlastindex"
"npm","frontend","array.prototype.flat","1.3.3","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/array.prototype.flat"
"npm","frontend","array.prototype.flatmap","1.3.3","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/array.prototype.flatmap"
"npm","frontend","array.prototype.tosorted","1.1.4","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/array.prototype.tosorted"
"npm","frontend","arraybuffer.prototype.slice","1.0.4","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/arraybuffer.prototype.slice"
"npm","frontend","assertion-error","2.0.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/assertion-error"
"npm","frontend","ast-types-flow","0.0.8","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/ast-types-flow"
"npm","frontend","async-function","1.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/async-function"
"npm","frontend","available-typed-arrays","1.0.7","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/available-typed-arrays"
"npm","frontend","axe-core","4.11.1","transitive","true","false","MPL-2.0","kubeview-frontend/package-lock.json","node_modules/axe-core"
"npm","frontend","axobject-query","4.1.0","transitive","true","false","Apache-2.0","kubeview-frontend/package-lock.json","node_modules/axobject-query"
"npm","frontend","balanced-match","1.0.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/balanced-match"
"npm","frontend","balanced-match","4.0.4","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/@typescript-eslint/typescript-estree/node_modules/balanced-match"
"npm","frontend","baseline-browser-mapping","2.10.0","transitive","false","false","Apache-2.0","kubeview-frontend/package-lock.json","node_modules/baseline-browser-mapping"
"npm","frontend","bidi-js","1.0.3","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/bidi-js"
"npm","frontend","brace-expansion","1.1.12","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/brace-expansion"
"npm","frontend","brace-expansion","5.0.4","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/@typescript-eslint/typescript-estree/node_modules/brace-expansion"
"npm","frontend","braces","3.0.3","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/braces"
"npm","frontend","browserslist","4.28.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/browserslist"
"npm","frontend","call-bind","1.0.8","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/call-bind"
"npm","frontend","call-bind-apply-helpers","1.0.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/call-bind-apply-helpers"
"npm","frontend","call-bound","1.0.4","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/call-bound"
"npm","frontend","callsites","3.1.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/callsites"
"npm","frontend","caniuse-lite","1.0.30001775","transitive","false","false","CC-BY-4.0","kubeview-frontend/package-lock.json","node_modules/caniuse-lite"
"npm","frontend","chai","6.2.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/chai"
"npm","frontend","chalk","4.1.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/chalk"
"npm","frontend","client-only","0.0.1","transitive","false","false","MIT","kubeview-frontend/package-lock.json","node_modules/client-only"
"npm","frontend","color-convert","2.0.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/color-convert"
"npm","frontend","color-name","1.1.4","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/color-name"
"npm","frontend","concat-map","0.0.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/concat-map"
"npm","frontend","convert-source-map","2.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/convert-source-map"
"npm","frontend","cross-spawn","7.0.6","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/cross-spawn"
"npm","frontend","css-tree","3.2.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/css-tree"
"npm","frontend","css.escape","1.5.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/css.escape"
"npm","frontend","csstype","3.2.3","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/csstype"
"npm","frontend","damerau-levenshtein","1.0.8","transitive","true","false","BSD-2-Clause","kubeview-frontend/package-lock.json","node_modules/damerau-levenshtein"
"npm","frontend","data-urls","7.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/data-urls"
"npm","frontend","data-view-buffer","1.0.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/data-view-buffer"
"npm","frontend","data-view-byte-length","1.0.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/data-view-byte-length"
"npm","frontend","data-view-byte-offset","1.0.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/data-view-byte-offset"
"npm","frontend","debug","3.2.7","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/eslint-import-resolver-node/node_modules/debug"
"npm","frontend","debug","3.2.7","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/eslint-module-utils/node_modules/debug"
"npm","frontend","debug","3.2.7","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/eslint-plugin-import/node_modules/debug"
"npm","frontend","debug","4.4.3","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/debug"
"npm","frontend","decimal.js","10.6.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/decimal.js"
"npm","frontend","deep-is","0.1.4","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/deep-is"
"npm","frontend","define-data-property","1.1.4","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/define-data-property"
"npm","frontend","define-properties","1.2.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/define-properties"
"npm","frontend","dequal","2.0.3","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/dequal"
"npm","frontend","detect-libc","2.1.2","transitive","false","false","Apache-2.0","kubeview-frontend/package-lock.json","node_modules/detect-libc"
"npm","frontend","doctrine","2.1.0","transitive","true","false","Apache-2.0","kubeview-frontend/package-lock.json","node_modules/doctrine"
"npm","frontend","dom-accessibility-api","0.5.16","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/dom-accessibility-api"
"npm","frontend","dom-accessibility-api","0.6.3","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/@testing-library/jest-dom/node_modules/dom-accessibility-api"
"npm","frontend","dunder-proto","1.0.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/dunder-proto"
"npm","frontend","electron-to-chromium","1.5.302","transitive","true","false","ISC","kubeview-frontend/package-lock.json","node_modules/electron-to-chromium"
"npm","frontend","emoji-regex","9.2.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/emoji-regex"
"npm","frontend","enhanced-resolve","5.20.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/enhanced-resolve"
"npm","frontend","entities","8.0.0","transitive","true","false","BSD-2-Clause","kubeview-frontend/package-lock.json","node_modules/entities"
"npm","frontend","es-abstract","1.24.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/es-abstract"
"npm","frontend","es-define-property","1.0.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/es-define-property"
"npm","frontend","es-errors","1.3.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/es-errors"
"npm","frontend","es-iterator-helpers","1.2.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/es-iterator-helpers"
"npm","frontend","es-module-lexer","2.3.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/es-module-lexer"
"npm","frontend","es-object-atoms","1.1.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/es-object-atoms"
"npm","frontend","es-set-tostringtag","2.1.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/es-set-tostringtag"
"npm","frontend","es-shim-unscopables","1.1.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/es-shim-unscopables"
"npm","frontend","es-to-primitive","1.3.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/es-to-primitive"
"npm","frontend","escalade","3.2.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/escalade"
"npm","frontend","escape-string-regexp","4.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/escape-string-regexp"
"npm","frontend","eslint","9.39.3","direct","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/eslint"
"npm","frontend","eslint-config-next","16.1.6","direct","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/eslint-config-next"
"npm","frontend","eslint-import-resolver-node","0.3.9","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/eslint-import-resolver-node"
"npm","frontend","eslint-import-resolver-typescript","3.10.1","transitive","true","false","ISC","kubeview-frontend/package-lock.json","node_modules/eslint-import-resolver-typescript"
"npm","frontend","eslint-module-utils","2.12.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/eslint-module-utils"
"npm","frontend","eslint-plugin-import","2.32.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/eslint-plugin-import"
"npm","frontend","eslint-plugin-jsx-a11y","6.10.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/eslint-plugin-jsx-a11y"
"npm","frontend","eslint-plugin-react","7.37.5","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/eslint-plugin-react"
"npm","frontend","eslint-plugin-react-hooks","7.0.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/eslint-plugin-react-hooks"
"npm","frontend","eslint-scope","8.4.0","transitive","true","false","BSD-2-Clause","kubeview-frontend/package-lock.json","node_modules/eslint-scope"
"npm","frontend","eslint-visitor-keys","3.4.3","transitive","true","false","Apache-2.0","kubeview-frontend/package-lock.json","node_modules/@eslint-community/eslint-utils/node_modules/eslint-visitor-keys"
"npm","frontend","eslint-visitor-keys","4.2.1","transitive","true","false","Apache-2.0","kubeview-frontend/package-lock.json","node_modules/eslint-visitor-keys"
"npm","frontend","eslint-visitor-keys","5.0.1","transitive","true","false","Apache-2.0","kubeview-frontend/package-lock.json","node_modules/@typescript-eslint/visitor-keys/node_modules/eslint-visitor-keys"
"npm","frontend","espree","10.4.0","transitive","true","false","BSD-2-Clause","kubeview-frontend/package-lock.json","node_modules/espree"
"npm","frontend","esquery","1.7.0","transitive","true","false","BSD-3-Clause","kubeview-frontend/package-lock.json","node_modules/esquery"
"npm","frontend","esrecurse","4.3.0","transitive","true","false","BSD-2-Clause","kubeview-frontend/package-lock.json","node_modules/esrecurse"
"npm","frontend","estraverse","5.3.0","transitive","true","false","BSD-2-Clause","kubeview-frontend/package-lock.json","node_modules/estraverse"
"npm","frontend","estree-walker","3.0.3","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/estree-walker"
"npm","frontend","esutils","2.0.3","transitive","true","false","BSD-2-Clause","kubeview-frontend/package-lock.json","node_modules/esutils"
"npm","frontend","expect-type","1.4.0","transitive","true","false","Apache-2.0","kubeview-frontend/package-lock.json","node_modules/expect-type"
"npm","frontend","fast-deep-equal","3.1.3","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/fast-deep-equal"
"npm","frontend","fast-glob","3.3.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/fast-glob"
"npm","frontend","fast-json-stable-stringify","2.1.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/fast-json-stable-stringify"
"npm","frontend","fast-levenshtein","2.0.6","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/fast-levenshtein"
"npm","frontend","fastq","1.20.1","transitive","true","false","ISC","kubeview-frontend/package-lock.json","node_modules/fastq"
"npm","frontend","fdir","6.5.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/tinyglobby/node_modules/fdir"
"npm","frontend","file-entry-cache","8.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/file-entry-cache"
"npm","frontend","fill-range","7.1.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/fill-range"
"npm","frontend","find-up","5.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/find-up"
"npm","frontend","flat-cache","4.0.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/flat-cache"
"npm","frontend","flatted","3.3.3","transitive","true","false","ISC","kubeview-frontend/package-lock.json","node_modules/flatted"
"npm","frontend","for-each","0.3.5","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/for-each"
"npm","frontend","fsevents","2.3.3","transitive","true","true","MIT","kubeview-frontend/package-lock.json","node_modules/fsevents"
"npm","frontend","function-bind","1.1.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/function-bind"
"npm","frontend","function.prototype.name","1.1.8","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/function.prototype.name"
"npm","frontend","functions-have-names","1.2.3","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/functions-have-names"
"npm","frontend","generator-function","2.0.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/generator-function"
"npm","frontend","gensync","1.0.0-beta.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/gensync"
"npm","frontend","get-intrinsic","1.3.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/get-intrinsic"
"npm","frontend","get-proto","1.0.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/get-proto"
"npm","frontend","get-symbol-description","1.1.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/get-symbol-description"
"npm","frontend","get-tsconfig","4.13.6","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/get-tsconfig"
"npm","frontend","glob-parent","5.1.2","transitive","true","false","ISC","kubeview-frontend/package-lock.json","node_modules/fast-glob/node_modules/glob-parent"
"npm","frontend","glob-parent","6.0.2","transitive","true","false","ISC","kubeview-frontend/package-lock.json","node_modules/glob-parent"
"npm","frontend","globals","14.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/globals"
"npm","frontend","globals","16.4.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/eslint-config-next/node_modules/globals"
"npm","frontend","globalthis","1.0.4","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/globalthis"
"npm","frontend","gopd","1.2.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/gopd"
"npm","frontend","graceful-fs","4.2.11","transitive","true","false","ISC","kubeview-frontend/package-lock.json","node_modules/graceful-fs"
"npm","frontend","has-bigints","1.1.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/has-bigints"
"npm","frontend","has-flag","4.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/has-flag"
"npm","frontend","has-property-descriptors","1.0.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/has-property-descriptors"
"npm","frontend","has-proto","1.2.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/has-proto"
"npm","frontend","has-symbols","1.1.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/has-symbols"
"npm","frontend","has-tostringtag","1.0.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/has-tostringtag"
"npm","frontend","hasown","2.0.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/hasown"
"npm","frontend","hermes-estree","0.25.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/hermes-estree"
"npm","frontend","hermes-parser","0.25.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/hermes-parser"
"npm","frontend","html-encoding-sniffer","6.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/html-encoding-sniffer"
"npm","frontend","ignore","5.3.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/ignore"
"npm","frontend","ignore","7.0.5","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/@typescript-eslint/eslint-plugin/node_modules/ignore"
"npm","frontend","import-fresh","3.3.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/import-fresh"
"npm","frontend","imurmurhash","0.1.4","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/imurmurhash"
"npm","frontend","indent-string","4.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/indent-string"
"npm","frontend","internal-slot","1.1.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/internal-slot"
"npm","frontend","is-array-buffer","3.0.5","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/is-array-buffer"
"npm","frontend","is-async-function","2.1.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/is-async-function"
"npm","frontend","is-bigint","1.1.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/is-bigint"
"npm","frontend","is-boolean-object","1.2.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/is-boolean-object"
"npm","frontend","is-bun-module","2.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/is-bun-module"
"npm","frontend","is-callable","1.2.7","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/is-callable"
"npm","frontend","is-core-module","2.16.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/is-core-module"
"npm","frontend","is-data-view","1.0.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/is-data-view"
"npm","frontend","is-date-object","1.1.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/is-date-object"
"npm","frontend","is-extglob","2.1.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/is-extglob"
"npm","frontend","is-finalizationregistry","1.1.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/is-finalizationregistry"
"npm","frontend","is-generator-function","1.1.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/is-generator-function"
"npm","frontend","is-glob","4.0.3","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/is-glob"
"npm","frontend","is-map","2.0.3","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/is-map"
"npm","frontend","is-negative-zero","2.0.3","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/is-negative-zero"
"npm","frontend","is-number","7.0.0","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/is-number"
"npm","frontend","is-number-object","1.1.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/is-number-object"
"npm","frontend","is-potential-custom-element-name","1.0.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/is-potential-custom-element-name"
"npm","frontend","is-regex","1.2.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/is-regex"
"npm","frontend","is-set","2.0.3","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/is-set"
"npm","frontend","is-shared-array-buffer","1.0.4","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/is-shared-array-buffer"
"npm","frontend","is-string","1.1.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/is-string"
"npm","frontend","is-symbol","1.1.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/is-symbol"
"npm","frontend","is-typed-array","1.1.15","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/is-typed-array"
"npm","frontend","is-weakmap","2.0.2","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/is-weakmap"
"npm","frontend","is-weakref","1.1.1","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/is-weakref"
"npm","frontend","is-weakset","2.0.4","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/is-weakset"
"npm","frontend","isarray","2.0.5","transitive","true","false","MIT","kubeview-frontend/package-lock.json","node_modules/isarray"
"npm","frontend","isexe","2.0.0","transitive","true","false","ISC","kubeview-frontend/package-lock.json","node_modules/isexe"
